"","X1","X2","Group"
"1",-1.00792717533206,0.399027127551213,"0"
"2",-0.472479666758793,0.839121791346173,"1"
"3",0.745229325730815,-1.27974193257183,"1"
"4",-0.597907905529905,-1.94243597568148,"1"
"5",0.186984091350764,-1.5419103280379,"1"
"6",-0.395736985652903,-0.120650486628404,"1"
"7",-0.15586101241443,1.19343293320948,"0"
"8",0.382043984813354,-1.70043318110154,"1"
"9",0.684346225687584,-0.890674936349737,"1"
"10",0.453268993062181,0.674205724152364,"1"
"11",-1.72351367913955,-0.270462111876775,"0"
"12",-1.06278214532431,-0.282208972007018,"1"
"13",-0.540617346390113,0.761107388163833,"1"
"14",-0.266631130498517,0.565228249804407,"1"
"15",1.38910163677381,0.0694936519595303,"1"
"16",-0.888567042377793,0.0202532547472005,"0"
"17",1.27433468870815,0.918186718002014,"1"
"18",1.28188227517025,-0.557256154352669,"1"
"19",-1.6266827397341,1.10914365448748,"1"
"20",1.42061764984395,0.75685701003592,"1"
"21",-0.413676883767705,-0.461187776403163,"1"
"22",1.08416612936857,-0.683906923394905,"1"
"23",-0.900235957802463,0.0483855175451852,"1"
"24",0.935070204608162,-0.0820529970758847,"1"
"25",1.004672477677,-0.241664261448566,"1"
"26",-2.02152087476683,-1.20696784777662,"0"
"27",1.2414015051597,0.886006448776458,"0"
"28",-1.05755783139882,-2.2162869846513,"1"
"29",-0.135292860887319,0.391176586200952,"1"
"30",-0.129547452256553,-1.16042889333,"1"
"31",-0.64553146606351,-1.3029506745269,"1"
"32",0.407408534619858,-0.00132725419852267,"1"
"33",1.70082910513362,0.677171183454395,"1"
"34",0.798933923813953,0.0419837859947903,"1"
"35",0.479904280091174,2.28463961347953,"1"
"36",1.5970329931898,2.18083802248338,"1"
"37",-1.98091729934721,-1.88135212462494,"1"
"38",-0.47291300364594,0.0925782447362672,"1"
"39",-0.100888250917955,-1.47523019051274,"1"
"40",-1.2450101836413,-1.04823143468527,"0"
"41",-0.881262652290813,-0.550783663370009,"0"
"42",-0.351331327870232,0.131276821367914,"1"
"43",-2.10749841195947,-0.695659836871621,"0"
"44",-0.490972603010508,0.233871516060272,"1"
"45",1.18443144379671,-0.494296311904698,"1"
"46",0.628496110218708,-0.624797791917294,"0"
"47",0.2273345651626,-1.00105225747862,"0"
"48",-1.71763132400346,0.874623960900293,"0"
"49",-0.962780775978829,1.5105702740024,"1"
"50",0.239864171457857,1.12389289005457,"1"
"51",-0.415789766038593,0.535899027029519,"1"
"52",-0.530614437521976,-0.405809954984854,"0"
"53",1.40036490286276,-1.2149124964754,"1"
"54",-0.23859365402323,0.164830388205578,"0"
"55",2.54611875056885,-0.765545363629683,"1"
"56",-0.086016009619558,-0.272434633901648,"1"
"57",0.371211002757542,-0.0113107974230049,"1"
"58",1.00731316157592,0.542857996164005,"1"
"59",-0.246407010769726,1.14691379097505,"0"
"60",1.51527874037872,-1.67589619861501,"1"
"61",0.282678386228609,1.14403686050944,"1"
"62",0.734782386268564,-1.01634248992032,"1"
"63",0.266741149405726,-0.118591033668373,"0"
"64",-0.32538352986477,0.755111417752444,"1"
"65",-0.249447827263566,-0.996392112776458,"0"
"66",1.49165308689401,1.37099151739208,"1"
"67",0.725052240844568,0.0250342215230591,"1"
"68",-0.491894903811936,0.788131775387146,"1"
"69",0.41151008049726,-0.305672766929161,"1"
"70",1.63861352597181,-2.49356319839619,"1"
"71",-0.550227322157063,1.60559130726042,"1"
"72",0.0613527278812155,-1.021791156321,"1"
"73",-1.68605808895348,0.328871154684895,"0"
"74",-0.91239583436138,-0.0191621220592146,"1"
"75",0.745424901648365,0.244070232314506,"1"
"76",-0.227991170833508,-0.0394907655322038,"0"
"77",1.30090035586374,3.94396536288177,"1"
"78",-1.65811057213229,-0.122554990448848,"1"
"79",-1.1361806990395,0.0197470070270757,"0"
"80",1.25647962248141,1.73449274613723,"1"
"81",-0.30852365708751,0.904538878760012,"0"
"82",2.3321645048342,0.466929603915187,"1"
"83",1.43522413792216,-0.659735459616062,"0"
"84",1.17029856424363,-0.554661713310339,"1"
"85",0.82156186853144,0.293916311724595,"0"
"86",0.826209357679865,-0.257621893812489,"1"
"87",-0.630569029995953,-1.20038637972577,"1"
"88",0.264721374716994,-0.169373081988013,"1"
"89",-0.470801471366969,-0.447368370811306,"0"
"90",0.885292452623449,0.0769164664621485,"1"
"91",-0.0830355557188796,-1.86993571403369,"1"
"92",2.0279774020397,1.05029741376009,"1"
"93",0.392884716327705,0.0450642669625184,"0"
"94",0.322461574193339,0.058550171566666,"0"
"95",-1.38331712654353,0.658068281670315,"0"
"96",-0.488206230600631,-3.39217829569924,"1"
"97",0.904960531134177,-0.343707280924659,"1"
"98",-0.588841877400703,0.969454687481969,"1"
"99",-0.693268524649538,0.426092656045325,"1"
"100",0.040930420657584,0.849114996778297,"1"
"101",0.239407810687255,0.310858391029452,"0"
"102",-0.655632416572636,1.77915837235052,"1"
"103",-0.249965523909367,-0.366532288265421,"1"
"104",-0.361833088509882,-0.125886048732581,"1"
"105",0.709459621954271,-1.71605390922213,"1"
"106",0.584873610214261,-0.229896176716461,"1"
"107",-0.151203527212254,-1.44027201678607,"1"
"108",-1.71070334372111,-0.390841903606456,"0"
"109",-0.401900654019191,1.224295340381,"1"
"110",0.144260884360578,2.7754953373617,"1"
"111",0.355409605587121,-0.100633901124357,"1"
"112",0.200184596921608,-0.298485257406497,"0"
"113",-1.17783151003495,1.07726305565271,"1"
"114",-0.313986779264678,-0.00384228393170704,"0"
"115",-1.99527596468699,0.496683079965487,"0"
"116",-0.173966118363858,-1.27605994954341,"0"
"117",-1.48965493390429,0.306161140762048,"1"
"118",-1.11459883198186,-0.58406856228671,"0"
"119",-0.156670410800887,-0.738136444733348,"0"
"120",1.41857317597925,0.189559262561579,"1"
"121",0.089005184629599,-0.762322009559908,"0"
"122",0.570884525022927,0.405997718001307,"1"
"123",0.640626088950791,0.138873258501231,"0"
"124",0.308188379423349,-1.37432411233706,"1"
"125",-0.172219618520434,-1.09165090356578,"1"
"126",0.93976532373113,-0.773665341018661,"0"
"127",0.100786067745738,0.110815711682704,"1"
"128",-0.165985743094886,-0.774810959029432,"0"
"129",-0.43558002447786,-0.567379563801603,"0"
"130",2.43091978878075,-0.0803310106285281,"0"
"131",3.00467797984309,-0.667314013413848,"1"
"132",-0.314216350479622,0.945439924756179,"0"
"133",0.591411447461054,-1.27339606527874,"1"
"134",0.20474685057566,-1.41276612618708,"1"
"135",-0.624897322333445,-3.1488105043151,"1"
"136",-0.379022975316028,0.260010359514413,"1"
"137",-0.0858325553542313,1.50597986044065,"1"
"138",-0.875768335266608,-0.463373603239434,"0"
"139",-2.46110230704615,-0.988807052255484,"0"
"140",0.0767371124796814,0.378929894766767,"0"
"141",-1.55878842476121,-0.434370059891392,"1"
"142",-1.87287222735279,0.608709559051509,"0"
"143",0.795043717263592,-1.35987970952709,"1"
"144",0.611310156174437,-1.21343278437701,"1"
"145",1.96887437361712,0.907617420838278,"1"
"146",-0.913153789959964,0.118665301914415,"1"
"147",1.84747910645802,-0.825442809902013,"1"
"148",0.968029122938733,0.912105294647571,"1"
"149",-0.4425396233357,-0.551147678913979,"0"
"150",0.386507510465972,0.339058544681941,"1"
"151",0.165528521584743,1.07599643131947,"1"
"152",-0.949936439650596,-0.553453309305422,"1"
"153",0.10339676882306,0.385117292198586,"1"
"154",0.00460650822839477,-0.142237966956073,"0"
"155",-0.871258541910069,0.49054458702872,"1"
"156",0.193422347376588,0.849954238650977,"1"
"157",0.154727280956722,0.415068107908379,"0"
"158",1.2261710145948,0.169276504180043,"1"
"159",0.0843767855441098,-1.02688579921835,"1"
"160",2.22547197014867,-0.871940493904075,"1"
"161",-0.178098609199389,0.871808690345174,"1"
"162",-0.0836253927834014,-0.308532759170584,"0"
"163",0.00197943559892972,0.231093711358517,"1"
"164",0.615379833999498,0.54542449839737,"1"
"165",-0.94904712490563,-1.12403675901172,"1"
"166",0.533429655478634,-2.12880310372934,"1"
"167",-1.65056920886742,0.0572544870835591,"0"
"168",-1.88861406240399,0.912176715637661,"0"
"169",0.502233717170779,0.393995027158076,"1"
"170",2.28376170672324,-0.672805728481811,"1"
"171",-1.33863897974756,0.0749157023238209,"0"
"172",-0.971055486866328,0.361052971922446,"0"
"173",1.48895445127106,0.337694241322348,"1"
"174",1.92623430827668,-0.600285524637849,"1"
"175",1.47313419716652,-1.47461914880554,"1"
"176",-0.244930459948951,-1.22898575617222,"1"
"177",0.332513157584132,-2.56803319952233,"1"
"178",0.468277873142619,0.318607178364213,"1"
"179",1.29547823908635,-2.06218170253476,"1"
"180",-1.31534060542869,-0.0232042698086756,"1"
"181",-0.782347695951814,0.836213377816711,"1"
